datetime,demand (TWh),weather year
2050-07-03,1691.97,2010
2050-07-04,1786.36,2010
2050-07-05,1792.75,2010
2050-07-06,1806.48,2010
2050-07-07,1859.6299999999999,2010
2050-07-08,1867.3,2010
2050-07-09,1833.73,2010
2050-07-10,1705.22,2010
2050-07-11,1803.02,2010
2050-07-12,1778.6100000000001,2010
2050-07-13,1810.5600000000002,2010
2050-07-14,1837.59,2010
2050-07-15,1871.8899999999999,2010
2050-07-16,1875.25,2010
2050-07-17,1686.56,2010
2050-07-18,1768.12,2010
2050-07-19,1779.68,2010
2050-07-20,1816.39,2010
2050-07-21,1815.78,2010
2050-07-22,1829.89,2010
2050-07-23,1766.18,2010
2050-07-24,1770.6200000000001,2010
2050-07-25,1732.3000000000002,2010
2050-07-26,1767.51,2010
2050-07-27,1792.7,2010
2050-07-28,1779.24,2010
2050-07-29,1768.8300000000002,2010
2050-07-30,1767.51,2010
2050-07-31,1846.41,2010
2050-08-01,1599.19,2010
2050-08-02,1733.81,2010
2050-08-03,1759.67,2010
2050-08-04,1763.04,2010
2050-08-05,1764.48,2010
2050-08-06,1847.15,2010
2050-08-07,1653.21,2010
2050-08-08,1595.3700000000001,2010
2050-08-09,1834.69,2010
2050-08-10,1772.28,2010
2050-08-11,1782.78,2010
2050-08-12,1808.31,2010
2050-08-13,1853.97,2010
2050-08-14,1689.5800000000002,2010
2050-08-15,1686.76,2010
2050-08-16,1830.2,2010
2050-08-17,1789.48,2010
2050-08-18,1780.01,2010
2050-08-19,1801.14,2010
2050-08-20,1898.3799999999999,2010
2050-08-21,1687.9299999999998,2010
2050-08-22,1617.77,2010
2050-08-23,1760.18,2010
2050-08-24,1851.49,2010
2050-08-25,1833.41,2010
2050-08-26,1845.67,2010
2050-08-27,1844.04,2010
2050-08-28,1713.4299999999998,2010
2050-08-29,1839.8799999999999,2010
2050-08-30,1699.67,2010
2050-08-31,1841.2,2010
2050-09-01,1879.22,2010
2050-09-02,1904.22,2010
2050-09-03,1849.5700000000002,2010
2050-09-04,1748.3600000000001,2010
2050-09-05,1767.81,2010
2050-09-06,1948.4299999999998,2010
2050-09-07,1881.89,2010
2050-09-08,1894.6599999999999,2010
2050-09-09,1884.99,2010
2050-09-10,1917.87,2010
2050-09-11,1722.1,2010
2050-09-12,1661.83,2010
2050-09-13,1908.69,2010
2050-09-14,1966.93,2010
2050-09-15,1960.91,2010
2050-09-16,2049.04,2010
2050-09-17,1966.05,2010
2050-09-18,1809.51,2010
2050-09-19,1758.35,2010
2050-09-20,1960.22,2010
2050-09-21,1908.01,2010
2050-09-22,1903.56,2010
2050-09-23,1884.5,2010
2050-09-24,1972.98,2010
2050-09-25,1961.22,2010
2050-09-26,1861.32,2010
2050-09-27,2001.0,2010
2050-09-28,2009.21,2010
2050-09-29,1987.54,2010
2050-09-30,1962.52,2010
2050-10-01,2077.2,2010
2050-10-02,1859.32,2010
2050-10-03,1902.3,2010
2050-10-04,1976.6200000000001,2010
2050-10-05,2013.44,2010
2050-10-06,2037.52,2010
2050-10-07,1988.54,2010
2050-10-08,2114.2799999999997,2010
2050-10-09,1865.96,2010
2050-10-10,1809.02,2010
2050-10-11,1941.3600000000001,2010
2050-10-12,2010.93,2010
2050-10-13,2057.28,2010
2050-10-14,2089.82,2010
2050-10-15,2083.58,2010
2050-10-16,1996.26,2010
2050-10-17,1935.49,2010
2050-10-18,2133.09,2010
2050-10-19,2224.12,2010
2050-10-20,2165.53,2010
2050-10-21,2276.71,2010
2050-10-22,2156.11,2010
2050-10-23,2017.3799999999999,2010
2050-10-24,2013.3700000000001,2010
2050-10-25,2204.21,2010
2050-10-26,2260.31,2010
2050-10-27,2203.5,2010
2050-10-28,2124.86,2010
2050-10-29,2163.48,2010
2050-10-30,1938.78,2010
2050-10-31,1905.39,2010
2050-11-01,2151.7,2010
2050-11-02,2267.4,2010
2050-11-03,2172.4900000000002,2010
2050-11-04,2122.07,2010
2050-11-05,2136.43,2010
2050-11-06,1937.45,2010
2050-11-07,2008.28,2010
2050-11-08,2396.23,2010
2050-11-09,2397.48,2010
2050-11-10,2328.88,2010
2050-11-11,2460.0299999999997,2010
2050-11-12,2380.38,2010
2050-11-13,2100.56,2010
2050-11-14,2050.04,2010
2050-11-15,2296.45,2010
2050-11-16,2363.9500000000003,2010
2050-11-17,2464.82,2010
2050-11-18,2493.45,2010
2050-11-19,2280.73,2010
2050-11-20,2124.43,2010
2050-11-21,2098.4,2010
2050-11-22,2354.73,2010
2050-11-23,2357.22,2010
2050-11-24,2444.69,2010
2050-11-25,2649.56,2010
2050-11-26,2498.58,2010
2050-11-27,2381.38,2010
2050-11-28,2443.04,2010
2050-11-29,2616.86,2010
2050-11-30,2651.08,2010
2050-12-01,2690.13,2010
2050-12-02,2762.7,2010
2050-12-03,2682.64,2010
2050-12-04,2568.43,2010
2050-12-05,2428.4700000000003,2010
2050-12-06,2629.36,2010
2050-12-07,2712.73,2010
2050-12-08,2706.9900000000002,2010
2050-12-09,2798.22,2010
2050-12-10,2604.08,2010
2050-12-11,2450.55,2010
2050-12-12,2352.7400000000002,2010
2050-12-13,2523.69,2010
2050-12-14,2567.25,2010
2050-12-15,2579.08,2010
2050-12-16,2746.77,2010
2050-12-17,2667.4700000000003,2010
2050-12-18,2518.37,2010
2050-12-19,2559.52,2010
2050-12-20,2703.71,2010
2050-12-21,2714.47,2010
2050-12-22,2679.4900000000002,2010
2050-12-23,2831.35,2010
2050-12-24,2543.48,2010
2050-12-25,2384.2400000000002,2010
2050-12-26,2364.67,2010
2050-12-27,2590.38,2010
2050-12-28,2424.96,2010
2050-12-29,2332.2200000000003,2010
2050-12-30,2309.86,2010
2050-12-31,2298.62,2010
